gene_id	gene_symbol	ensembl_id	gene_title	gene_type	src	feature_space
54948	MRPL16	ENSG00000166902	mitochondrial ribosomal protein L16	protein-coding	NCBI	best inferred
54951	COMMD8	ENSG00000169019	COMM domain containing 8	protein-coding	NCBI	best inferred
54952	TRNAU1AP	ENSG00000180098	tRNA selenocysteine 1 associated protein 1	protein-coding	NCBI	best inferred
54953	ODR4	ENSG00000157181	odr-4 GPCR localization factor homolog	protein-coding	NCBI	best inferred
54955	C1orf109	ENSG00000116922	chromosome 1 open reading frame 109	protein-coding	NCBI	best inferred
54956	PARP16	ENSG00000138617	poly(ADP-ribose) polymerase family member 16	protein-coding	NCBI	best inferred
54958	TMEM160	ENSG00000130748	transmembrane protein 160	protein-coding	NCBI	best inferred
54961	SSH3	ENSG00000172830	slingshot protein phosphatase 3	protein-coding	NCBI	best inferred
54962	TIPIN	ENSG00000075131	TIMELESS interacting protein	protein-coding	NCBI	best inferred
54963	UCKL1	ENSG00000198276	uridine-cytidine kinase 1 like 1	protein-coding	NCBI	best inferred
54968	TMEM70	ENSG00000175606	transmembrane protein 70	protein-coding	NCBI	best inferred
54969	HPF1	ENSG00000056050	histone PARylation factor 1	protein-coding	NCBI	best inferred
54970	TTC12	ENSG00000149292	tetratricopeptide repeat domain 12	protein-coding	NCBI	best inferred
54971	BANP	ENSG00000172530	BTG3 associated nuclear protein	protein-coding	NCBI	best inferred
54972	TMEM132A	ENSG00000006118	transmembrane protein 132A	protein-coding	NCBI	best inferred
54973	INTS11	ENSG00000127054	integrator complex subunit 11	protein-coding	NCBI	best inferred
54974	THG1L	ENSG00000113272	tRNA-histidine guanylyltransferase 1 like	protein-coding	NCBI	best inferred
54976	C20orf27	ENSG00000101220	chromosome 20 open reading frame 27	protein-coding	NCBI	best inferred
54977	SLC25A38	ENSG00000144659	solute carrier family 25 member 38	protein-coding	NCBI	best inferred
54978	SLC35F6	ENSG00000213699	solute carrier family 35 member F6	protein-coding	NCBI	best inferred
54980	C2orf42	ENSG00000115998	chromosome 2 open reading frame 42	protein-coding	NCBI	best inferred
54981	NMRK1	ENSG00000106733	nicotinamide riboside kinase 1	protein-coding	NCBI	best inferred
54982	CLN6	ENSG00000128973	CLN6 transmembrane ER protein	protein-coding	NCBI	best inferred
54985	HCFC1R1	ENSG00000103145	host cell factor C1 regulator 1	protein-coding	NCBI	best inferred
54987	CZIB	ENSG00000162384	CXXC motif containing zinc binding protein	protein-coding	NCBI	best inferred
54988	ACSM5	ENSG00000183549	acyl-CoA synthetase medium chain family member 5	protein-coding	NCBI	best inferred
54989	ZNF770	ENSG00000198146	zinc finger protein 770	protein-coding	NCBI	best inferred
54991	C1orf159	ENSG00000131591	chromosome 1 open reading frame 159	protein-coding	NCBI	best inferred
54994	GID8	ENSG00000101193	GID complex subunit 8 homolog	protein-coding	NCBI	best inferred
54995	OXSM	ENSG00000151093	3-oxoacyl-ACP synthase, mitochondrial	protein-coding	NCBI	best inferred
54996	MARC2	ENSG00000117791	mitochondrial amidoxime reducing component 2	protein-coding	NCBI	best inferred
54997	TESC	ENSG00000088992	tescalcin	protein-coding	NCBI	best inferred
54998	AURKAIP1	ENSG00000175756	aurora kinase A interacting protein 1	protein-coding	NCBI	best inferred
55001	TTC22	ENSG00000006555	tetratricopeptide repeat domain 22	protein-coding	NCBI	best inferred
55002	TMCO3	ENSG00000150403	transmembrane and coiled-coil domains 3	protein-coding	NCBI	best inferred
55003	PAK1IP1	ENSG00000111845	PAK1 interacting protein 1	protein-coding	NCBI	best inferred
55005	RMND1	ENSG00000155906	required for meiotic nuclear division 1 homolog	protein-coding	NCBI	best inferred
55006	TRMT61B	ENSG00000171103	tRNA methyltransferase 61B	protein-coding	NCBI	best inferred
55009	C19orf24	ENSG00000228300	chromosome 19 open reading frame 24	protein-coding	NCBI	best inferred
55010	PARPBP	ENSG00000185480	PARP1 binding protein	protein-coding	NCBI	best inferred
55013	MCUB	ENSG00000005059	mitochondrial calcium uniporter dominant negative beta subunit	protein-coding	NCBI	best inferred
55014	STX17	ENSG00000136874	syntaxin 17	protein-coding	NCBI	best inferred
55015	PRPF39	ENSG00000185246	pre-mRNA processing factor 39	protein-coding	NCBI	best inferred
55016	MARCH1	ENSG00000145416	membrane associated ring-CH-type finger 1	protein-coding	NCBI	best inferred
55020	TTC38	ENSG00000075234	tetratricopeptide repeat domain 38	protein-coding	NCBI	best inferred
55022	PID1	ENSG00000153823	phosphotyrosine interaction domain containing 1	protein-coding	NCBI	best inferred
55023	PHIP	ENSG00000146247	pleckstrin homology domain interacting protein	protein-coding	NCBI	best inferred
55024	BANK1	ENSG00000153064	B cell scaffold protein with ankyrin repeats 1	protein-coding	NCBI	best inferred
55026	TMEM255A	ENSG00000125355	transmembrane protein 255A	protein-coding	NCBI	best inferred
55027	HEATR3	ENSG00000155393	HEAT repeat containing 3	protein-coding	NCBI	best inferred
55028	C17orf80	ENSG00000141219	chromosome 17 open reading frame 80	protein-coding	NCBI	best inferred
55030	FBXO34	ENSG00000178974	F-box protein 34	protein-coding	NCBI	best inferred
55031	USP47	ENSG00000170242	ubiquitin specific peptidase 47	protein-coding	NCBI	best inferred
55032	SLC35A5	ENSG00000138459	solute carrier family 35 member A5	protein-coding	NCBI	best inferred
55034	MOCOS	ENSG00000075643	molybdenum cofactor sulfurase	protein-coding	NCBI	best inferred
55035	NOL8	ENSG00000198000	nucleolar protein 8	protein-coding	NCBI	best inferred
55037	PTCD3	ENSG00000132300	pentatricopeptide repeat domain 3	protein-coding	NCBI	best inferred
55039	TRMT12	ENSG00000183665	tRNA methyltransferase 12 homolog	protein-coding	NCBI	best inferred
55040	EPN3	ENSG00000049283	epsin 3	protein-coding	NCBI	best inferred
55041	PLEKHB2	ENSG00000115762	pleckstrin homology domain containing B2	protein-coding	NCBI	best inferred
55048	VPS37C	ENSG00000167987	VPS37C subunit of ESCRT-I	protein-coding	NCBI	best inferred
55049	REX1BD	ENSG00000006015	required for excision 1-B domain containing	protein-coding	NCBI	best inferred
55051	NRDE2	ENSG00000119720	NRDE-2, necessary for RNA interference, domain containing	protein-coding	NCBI	best inferred
55052	MRPL20	ENSG00000242485	mitochondrial ribosomal protein L20	protein-coding	NCBI	best inferred
55055	ZWILCH	ENSG00000174442	zwilch kinetochore protein	protein-coding	NCBI	best inferred
55057	CRYBG2	ENSG00000176092	crystallin beta-gamma domain containing 2	protein-coding	NCBI	best inferred
55061	SUSD4	ENSG00000143502	sushi domain containing 4	protein-coding	NCBI	best inferred
55062	WIPI1	ENSG00000070540	WD repeat domain, phosphoinositide interacting 1	protein-coding	NCBI	best inferred
55063	ZCWPW1	ENSG00000078487	zinc finger CW-type and PWWP domain containing 1	protein-coding	NCBI	best inferred
55065	SLC52A1	ENSG00000132517	solute carrier family 52 member 1	protein-coding	NCBI	best inferred
55066	PDPR	ENSG00000090857	pyruvate dehydrogenase phosphatase regulatory subunit	protein-coding	NCBI	best inferred
55068	ENOX1	ENSG00000120658	ecto-NOX disulfide-thiol exchanger 1	protein-coding	NCBI	best inferred
55069	TMEM248	ENSG00000106609	transmembrane protein 248	protein-coding	NCBI	best inferred
55070	DET1	ENSG00000140543	DET1 partner of COP1 E3 ubiquitin ligase	protein-coding	NCBI	best inferred
55071	C9orf40	ENSG00000135045	chromosome 9 open reading frame 40	protein-coding	NCBI	best inferred
55072	RNF31	ENSG00000092098	ring finger protein 31	protein-coding	NCBI	best inferred
55074	OXR1	ENSG00000164830	oxidation resistance 1	protein-coding	NCBI	best inferred
55076	TMEM45A	ENSG00000181458	transmembrane protein 45A	protein-coding	NCBI	best inferred
55079	FEZF2	ENSG00000153266	FEZ family zinc finger 2	protein-coding	NCBI	best inferred
55080	TAPBPL	ENSG00000139192	TAP binding protein like	protein-coding	NCBI	best inferred
55081	IFT57	ENSG00000114446	intraflagellar transport 57	protein-coding	NCBI	best inferred
55082	ARGLU1	ENSG00000134884	arginine and glutamate rich 1	protein-coding	NCBI	best inferred
55084	SOBP	ENSG00000112320	sine oculis binding protein homolog	protein-coding	NCBI	best inferred
55086	RADX	ENSG00000147231	RPA1 related single stranded DNA binding protein, X-linked	protein-coding	NCBI	best inferred
55088	CCDC186	ENSG00000165813	coiled-coil domain containing 186	protein-coding	NCBI	best inferred
55090	MED9	ENSG00000141026	mediator complex subunit 9	protein-coding	NCBI	best inferred
55092	TMEM51	ENSG00000171729	transmembrane protein 51	protein-coding	NCBI	best inferred
55093	WDYHV1	ENSG00000156795	WDYHV motif containing 1	protein-coding	NCBI	best inferred
55094	GPATCH1	ENSG00000076650	G-patch domain containing 1	protein-coding	NCBI	best inferred
55095	SAMD4B	ENSG00000179134	sterile alpha motif domain containing 4B	protein-coding	NCBI	best inferred
55096	EBLN2	ENSG00000255423	endogenous Bornavirus like nucleoprotein 2	protein-coding	NCBI	best inferred
55100	WDR70	ENSG00000082068	WD repeat domain 70	protein-coding	NCBI	best inferred
55101	DMAC2	ENSG00000105341	distal membrane arm assembly complex 2	protein-coding	NCBI	best inferred
55102	ATG2B	ENSG00000066739	autophagy related 2B	protein-coding	NCBI	best inferred
55103	RALGPS2	ENSG00000116191	Ral GEF with PH domain and SH3 binding motif 2	protein-coding	NCBI	best inferred
55105	GPATCH2	ENSG00000092978	G-patch domain containing 2	protein-coding	NCBI	best inferred
55106	SLFN12	ENSG00000172123	schlafen family member 12	protein-coding	NCBI	best inferred
55107	ANO1	ENSG00000131620	anoctamin 1	protein-coding	NCBI	best inferred
55108	BSDC1	ENSG00000160058	BSD domain containing 1	protein-coding	NCBI	best inferred
55109	AGGF1	ENSG00000164252	angiogenic factor with G-patch and FHA domains 1	protein-coding	NCBI	best inferred
55110	MAGOHB	ENSG00000111196	mago homolog B, exon junction complex subunit	protein-coding	NCBI	best inferred
55112	WDR60	ENSG00000126870	WD repeat domain 60	protein-coding	NCBI	best inferred
55113	XKR8	ENSG00000158156	XK related 8	protein-coding	NCBI	best inferred
55114	ARHGAP17	ENSG00000140750	Rho GTPase activating protein 17	protein-coding	NCBI	best inferred
55116	TMEM39B	ENSG00000121775	transmembrane protein 39B	protein-coding	NCBI	best inferred
55117	SLC6A15	ENSG00000072041	solute carrier family 6 member 15	protein-coding	NCBI	best inferred
55119	PRPF38B	ENSG00000134186	pre-mRNA processing factor 38B	protein-coding	NCBI	best inferred
55120	FANCL	ENSG00000115392	FA complementation group L	protein-coding	NCBI	best inferred
55125	CEP192	ENSG00000101639	centrosomal protein 192	protein-coding	NCBI	best inferred
55128	TRIM68	ENSG00000167333	tripartite motif containing 68	protein-coding	NCBI	best inferred
55131	RBM28	ENSG00000106344	RNA binding motif protein 28	protein-coding	NCBI	best inferred
55133	SRBD1	ENSG00000068784	S1 RNA binding domain 1	protein-coding	NCBI	best inferred
55135	WRAP53	ENSG00000141499	WD repeat containing antisense to TP53	protein-coding	NCBI	best inferred
55139	ANKZF1	ENSG00000163516	ankyrin repeat and zinc finger domain containing 1	protein-coding	NCBI	best inferred
55143	CDCA8	ENSG00000134690	cell division cycle associated 8	protein-coding	NCBI	best inferred
55144	LRRC8D	ENSG00000171492	leucine rich repeat containing 8 VRAC subunit D	protein-coding	NCBI	best inferred
55145	THAP1	ENSG00000131931	THAP domain containing 1	protein-coding	NCBI	best inferred
55146	ZDHHC4	ENSG00000136247	zinc finger DHHC-type containing 4	protein-coding	NCBI	best inferred
55147	RBM23	ENSG00000100461	RNA binding motif protein 23	protein-coding	NCBI	best inferred
55149	MTPAP	ENSG00000107951	mitochondrial poly(A) polymerase	protein-coding	NCBI	best inferred
55151	TMEM38B	ENSG00000095209	transmembrane protein 38B	protein-coding	NCBI	best inferred
55152	DALRD3	ENSG00000178149	DALR anticodon binding domain containing 3	protein-coding	NCBI	best inferred
55153	SDAD1	ENSG00000198301	SDA1 domain containing 1	protein-coding	NCBI	best inferred
55156	ARMC1	ENSG00000104442	armadillo repeat containing 1	protein-coding	NCBI	best inferred
55157	DARS2	ENSG00000117593	aspartyl-tRNA synthetase 2, mitochondrial	protein-coding	NCBI	best inferred
55159	RFWD3	ENSG00000168411	ring finger and WD repeat domain 3	protein-coding	NCBI	best inferred
55160	ARHGEF10L	ENSG00000074964	Rho guanine nucleotide exchange factor 10 like	protein-coding	NCBI	best inferred
55161	TMEM33	ENSG00000109133	transmembrane protein 33	protein-coding	NCBI	best inferred
55163	PNPO	ENSG00000108439	pyridoxamine 5'-phosphate oxidase	protein-coding	NCBI	best inferred
55164	SHQ1	ENSG00000144736	SHQ1, H/ACA ribonucleoprotein assembly factor	protein-coding	NCBI	best inferred
55165	CEP55	ENSG00000138180	centrosomal protein 55	protein-coding	NCBI	best inferred
55166	CENPQ	ENSG00000031691	centromere protein Q	protein-coding	NCBI	best inferred
55167	MSL2	ENSG00000174579	MSL complex subunit 2	protein-coding	NCBI	best inferred
55168	MRPS18A	ENSG00000096080	mitochondrial ribosomal protein S18A	protein-coding	NCBI	best inferred
55171	TBCCD1	ENSG00000113838	TBCC domain containing 1	protein-coding	NCBI	best inferred
55172	DNAAF2	ENSG00000165506	dynein axonemal assembly factor 2	protein-coding	NCBI	best inferred
55173	MRPS10	ENSG00000048544	mitochondrial ribosomal protein S10	protein-coding	NCBI	best inferred
55176	SEC61A2	ENSG00000065665	Sec61 translocon alpha 2 subunit	protein-coding	NCBI	best inferred
55177	RMDN3	ENSG00000137824	regulator of microtubule dynamics 3	protein-coding	NCBI	best inferred
55178	MRM3	ENSG00000171861	mitochondrial rRNA methyltransferase 3	protein-coding	NCBI	best inferred
55180	LINS1	ENSG00000140471	lines homolog 1	protein-coding	NCBI	best inferred
55181	SMG8	ENSG00000167447	SMG8 nonsense mediated mRNA decay factor	protein-coding	NCBI	best inferred
55182	RNF220	ENSG00000187147	ring finger protein 220	protein-coding	NCBI	best inferred
55183	RIF1	ENSG00000080345	replication timing regulatory factor 1	protein-coding	NCBI	best inferred
55184	DZANK1	ENSG00000089091	double zinc ribbon and ankyrin repeat domains 1	protein-coding	NCBI	best inferred
55186	SLC25A36	ENSG00000114120	solute carrier family 25 member 36	protein-coding	NCBI	best inferred
55187	VPS13D	ENSG00000048707	vacuolar protein sorting 13 homolog D	protein-coding	NCBI	best inferred
55188	RIC8B	ENSG00000111785	RIC8 guanine nucleotide exchange factor B	protein-coding	NCBI	best inferred
55190	NUDT11	ENSG00000196368	nudix hydrolase 11	protein-coding	NCBI	best inferred
55191	NADSYN1	ENSG00000172890	NAD synthetase 1	protein-coding	NCBI	best inferred
55192	DNAJC17	ENSG00000104129	DnaJ heat shock protein family (Hsp40) member C17	protein-coding	NCBI	best inferred
55193	PBRM1	ENSG00000163939	polybromo 1	protein-coding	NCBI	best inferred
55194	EVA1B	ENSG00000142694	eva-1 homolog B	protein-coding	NCBI	best inferred
55196	RESF1	ENSG00000174718	retroelement silencing factor 1	protein-coding	NCBI	best inferred
55197	RPRD1A	ENSG00000141425	regulation of nuclear pre-mRNA domain containing 1A	protein-coding	NCBI	best inferred
55198	APPL2	ENSG00000136044	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	protein-coding	NCBI	best inferred
55199	FAM86C1	ENSG00000158483	family with sequence similarity 86 member C1	protein-coding	NCBI	best inferred
55200	PLEKHG6	ENSG00000008323	pleckstrin homology and RhoGEF domain containing G6	protein-coding	NCBI	best inferred
55201	MAP1S	ENSG00000130479	microtubule associated protein 1S	protein-coding	NCBI	best inferred
55204	GOLPH3L	ENSG00000143457	golgi phosphoprotein 3 like	protein-coding	NCBI	best inferred
55205	ZNF532	ENSG00000074657	zinc finger protein 532	protein-coding	NCBI	best inferred
55206	SBNO1	ENSG00000139697	strawberry notch homolog 1	protein-coding	NCBI	best inferred
55207	ARL8B	ENSG00000134108	ADP ribosylation factor like GTPase 8B	protein-coding	NCBI	best inferred
55208	DCUN1D2	ENSG00000150401	defective in cullin neddylation 1 domain containing 2	protein-coding	NCBI	best inferred
55209	SETD5	ENSG00000168137	SET domain containing 5	protein-coding	NCBI	best inferred
55210	ATAD3A	ENSG00000197785	ATPase family AAA domain containing 3A	protein-coding	NCBI	best inferred
55212	BBS7	ENSG00000138686	Bardet-Biedl syndrome 7	protein-coding	NCBI	best inferred
55213	RCBTB1	ENSG00000136144	RCC1 and BTB domain containing protein 1	protein-coding	NCBI	best inferred
55214	P3H2	ENSG00000090530	prolyl 3-hydroxylase 2	protein-coding	NCBI	best inferred
55215	FANCI	ENSG00000140525	FA complementation group I	protein-coding	NCBI	best inferred
55216	NKAPD1	ENSG00000150776	NKAP domain containing 1	protein-coding	NCBI	best inferred
55217	TMLHE	ENSG00000185973	trimethyllysine hydroxylase, epsilon	protein-coding	NCBI	best inferred
55218	EXD2	ENSG00000081177	exonuclease 3'-5' domain containing 2	protein-coding	NCBI	best inferred
55219	MACO1	ENSG00000204178	macoilin 1	protein-coding	NCBI	best inferred
55220	KLHDC8A	ENSG00000162873	kelch domain containing 8A	protein-coding	NCBI	best inferred
55222	LRRC20	ENSG00000172731	leucine rich repeat containing 20	protein-coding	NCBI	best inferred
55223	TRIM62	ENSG00000116525	tripartite motif containing 62	protein-coding	NCBI	best inferred
55224	ETNK2	ENSG00000143845	ethanolamine kinase 2	protein-coding	NCBI	best inferred
55226	NAT10	ENSG00000135372	N-acetyltransferase 10	protein-coding	NCBI	best inferred
55227	LRRC1	ENSG00000137269	leucine rich repeat containing 1	protein-coding	NCBI	best inferred
55228	PNMA8A	ENSG00000182013	PNMA family member 8A	protein-coding	NCBI	best inferred
55229	PANK4	ENSG00000157881	pantothenate kinase 4	protein-coding	NCBI	best inferred
55233	MOB1A	ENSG00000114978	MOB kinase activator 1A	protein-coding	NCBI	best inferred
55234	SMU1	ENSG00000122692	SMU1 DNA replication regulator and spliceosomal factor	protein-coding	NCBI	best inferred
55236	UBA6	ENSG00000033178	ubiquitin like modifier activating enzyme 6	protein-coding	NCBI	best inferred
55238	SLC38A7	ENSG00000103042	solute carrier family 38 member 7	protein-coding	NCBI	best inferred
55239	OGFOD1	ENSG00000087263	2-oxoglutarate and iron dependent oxygenase domain containing 1	protein-coding	NCBI	best inferred
55240	STEAP3	ENSG00000115107	STEAP3 metalloreductase	protein-coding	NCBI	best inferred
55243	KIRREL1	ENSG00000183853	kirre like nephrin family adhesion molecule 1	protein-coding	NCBI	best inferred
55244	SLC47A1	ENSG00000142494	solute carrier family 47 member 1	protein-coding	NCBI	best inferred
55245	UQCC1	ENSG00000101019	ubiquinol-cytochrome c reductase complex assembly factor 1	protein-coding	NCBI	best inferred
55246	CCDC25	ENSG00000147419	coiled-coil domain containing 25	protein-coding	NCBI	best inferred
55247	NEIL3	ENSG00000109674	nei like DNA glycosylase 3	protein-coding	NCBI	best inferred
55248	TMEM206	ENSG00000065600	transmembrane protein 206	protein-coding	NCBI	best inferred
55249	YY1AP1	ENSG00000163374	YY1 associated protein 1	protein-coding	NCBI	best inferred
55251	PCMTD2	ENSG00000203880	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	protein-coding	NCBI	best inferred
55252	ASXL2	ENSG00000143970	ASXL transcriptional regulator 2	protein-coding	NCBI	best inferred
55253	TYW1	ENSG00000198874	tRNA-yW synthesizing protein 1 homolog	protein-coding	NCBI	best inferred
55254	TMEM39A	ENSG00000176142	transmembrane protein 39A	protein-coding	NCBI	best inferred
55255	WDR41	ENSG00000164253	WD repeat domain 41	protein-coding	NCBI	best inferred
55257	MRGBP	ENSG00000101189	MRG domain binding protein	protein-coding	NCBI	best inferred
55258	THNSL2	ENSG00000144115	threonine synthase like 2	protein-coding	NCBI	best inferred
55259	CASC1	ENSG00000118307	cancer susceptibility 1	protein-coding	NCBI	best inferred
55262	MAP11	ENSG00000146826	microtubule associated protein 11	protein-coding	NCBI	best inferred
55268	ECHDC2	ENSG00000121310	enoyl-CoA hydratase domain containing 2	protein-coding	NCBI	best inferred
55270	NUDT15	ENSG00000136159	nudix hydrolase 15	protein-coding	NCBI	best inferred
55272	IMP3	ENSG00000177971	IMP U3 small nucleolar ribonucleoprotein 3	protein-coding	NCBI	best inferred
55273	TMEM100	ENSG00000166292	transmembrane protein 100	protein-coding	NCBI	best inferred
55274	PHF10	ENSG00000130024	PHD finger protein 10	protein-coding	NCBI	best inferred
55275	VPS53	ENSG00000141252	VPS53 subunit of GARP complex	protein-coding	NCBI	best inferred
55277	FGGY	ENSG00000172456	FGGY carbohydrate kinase domain containing	protein-coding	NCBI	best inferred
55278	QRSL1	ENSG00000130348	glutaminyl-tRNA amidotransferase subunit QRSL1	protein-coding	NCBI	best inferred
55279	ZNF654	ENSG00000175105	zinc finger protein 654	protein-coding	NCBI	best inferred
55280	CWF19L1	ENSG00000095485	CWF19 like cell cycle control factor 1	protein-coding	NCBI	best inferred
55281	TMEM140	ENSG00000146859	transmembrane protein 140	protein-coding	NCBI	best inferred
55282	LRRC36	ENSG00000159708	leucine rich repeat containing 36	protein-coding	NCBI	best inferred
55283	MCOLN3	ENSG00000055732	mucolipin 3	protein-coding	NCBI	best inferred
55284	UBE2W	ENSG00000104343	ubiquitin conjugating enzyme E2 W	protein-coding	NCBI	best inferred
55285	RBM41	ENSG00000089682	RNA binding motif protein 41	protein-coding	NCBI	best inferred
55287	TMEM40	ENSG00000088726	transmembrane protein 40	protein-coding	NCBI	best inferred
55288	RHOT1	ENSG00000126858	ras homolog family member T1	protein-coding	NCBI	best inferred
55290	BRF2	ENSG00000104221	BRF2 RNA polymerase III transcription initiation factor subunit	protein-coding	NCBI	best inferred
55291	PPP6R3	ENSG00000110075	protein phosphatase 6 regulatory subunit 3	protein-coding	NCBI	best inferred
55293	UEVLD	ENSG00000151116	UEV and lactate/malate dehyrogenase domains	protein-coding	NCBI	best inferred
55294	FBXW7	ENSG00000109670	F-box and WD repeat domain containing 7	protein-coding	NCBI	best inferred
55295	KLHL26	ENSG00000167487	kelch like family member 26	protein-coding	NCBI	best inferred
55296	TBC1D19	ENSG00000109680	TBC1 domain family member 19	protein-coding	NCBI	best inferred
55297	CCDC91	ENSG00000123106	coiled-coil domain containing 91	protein-coding	NCBI	best inferred
55298	RNF121	ENSG00000137522	ring finger protein 121	protein-coding	NCBI	best inferred
55299	BRIX1	ENSG00000113460	biogenesis of ribosomes BRX1	protein-coding	NCBI	best inferred
55301	OLAH	ENSG00000152463	oleoyl-ACP hydrolase	protein-coding	NCBI	best inferred
55303	GIMAP4	ENSG00000133574	GTPase, IMAP family member 4	protein-coding	NCBI	best inferred
55308	DDX19A	ENSG00000168872	DEAD-box helicase 19A	protein-coding	NCBI	best inferred
55311	ZNF444	ENSG00000167685	zinc finger protein 444	protein-coding	NCBI	best inferred
55312	RFK	ENSG00000135002	riboflavin kinase	protein-coding	NCBI	best inferred
55313	CPPED1	ENSG00000103381	calcineurin like phosphoesterase domain containing 1	protein-coding	NCBI	best inferred
55314	TMEM144	ENSG00000164124	transmembrane protein 144	protein-coding	NCBI	best inferred
55315	SLC29A3	ENSG00000198246	solute carrier family 29 member 3	protein-coding	NCBI	best inferred
55316	RSAD1	ENSG00000136444	radical S-adenosyl methionine domain containing 1	protein-coding	NCBI	best inferred
55317	AP5S1	ENSG00000125843	adaptor related protein complex 5 subunit sigma 1	protein-coding	NCBI	best inferred
55319	TMA16	ENSG00000198498	translation machinery associated 16 homolog	protein-coding	NCBI	best inferred
55320	MIS18BP1	ENSG00000129534	MIS18 binding protein 1	protein-coding	NCBI	best inferred
55321	TMEM74B	ENSG00000125895	transmembrane protein 74B	protein-coding	NCBI	best inferred
55322	C5orf22	ENSG00000082213	chromosome 5 open reading frame 22	protein-coding	NCBI	best inferred
55323	LARP6	ENSG00000166173	La ribonucleoprotein domain family member 6	protein-coding	NCBI	best inferred
55325	UFSP2	ENSG00000109775	UFM1 specific peptidase 2	protein-coding	NCBI	best inferred
55326	AGPAT5	ENSG00000155189	1-acylglycerol-3-phosphate O-acyltransferase 5	protein-coding	NCBI	best inferred
55327	LIN7C	ENSG00000148943	lin-7 homolog C, crumbs cell polarity complex component	protein-coding	NCBI	best inferred
55329	MNS1	ENSG00000138587	meiosis specific nuclear structural 1	protein-coding	NCBI	best inferred
55332	DRAM1	ENSG00000136048	DNA damage regulated autophagy modulator 1	protein-coding	NCBI	best inferred
55333	SYNJ2BP	ENSG00000213463	synaptojanin 2 binding protein	protein-coding	NCBI	best inferred
55335	NIPSNAP3B	ENSG00000165028	nipsnap homolog 3B	protein-coding	NCBI	best inferred
55337	C19orf66	ENSG00000130813	chromosome 19 open reading frame 66	protein-coding	NCBI	best inferred
55339	WDR33	ENSG00000136709	WD repeat domain 33	protein-coding	NCBI	best inferred
55340	GIMAP5	ENSG00000196329	GTPase, IMAP family member 5	protein-coding	NCBI	best inferred
55341	LSG1	ENSG00000041802	large 60S subunit nuclear export GTPase 1	protein-coding	NCBI	best inferred
55343	SLC35C1	ENSG00000181830	solute carrier family 35 member C1	protein-coding	NCBI	best inferred
55344	PLCXD1	ENSG00000182378	phosphatidylinositol specific phospholipase C X domain containing 1	protein-coding	NCBI	best inferred
55346	TCP11L1	ENSG00000176148	t-complex 11 like 1	protein-coding	NCBI	best inferred
55347	ABHD10	ENSG00000144827	abhydrolase domain containing 10	protein-coding	NCBI	best inferred
55353	LAPTM4B	ENSG00000104341	lysosomal protein transmembrane 4 beta	protein-coding	NCBI	best inferred
55355	HJURP	ENSG00000123485	Holliday junction recognition protein	protein-coding	NCBI	best inferred
55357	TBC1D2	ENSG00000095383	TBC1 domain family member 2	protein-coding	NCBI	best inferred
55359	STYK1	ENSG00000060140	serine/threonine/tyrosine kinase 1	protein-coding	NCBI	best inferred
55361	PI4K2A	ENSG00000155252	phosphatidylinositol 4-kinase type 2 alpha	protein-coding	NCBI	best inferred
55364	IMPACT	ENSG00000154059	impact RWD domain protein	protein-coding	NCBI	best inferred
55365	TMEM176A	ENSG00000002933	transmembrane protein 176A	protein-coding	NCBI	best inferred
55366	LGR4	ENSG00000205213	leucine rich repeat containing G protein-coupled receptor 4	protein-coding	NCBI	best inferred
55367	PIDD1	ENSG00000177595	p53-induced death domain protein 1	protein-coding	NCBI	best inferred
55374	TMCO6	ENSG00000113119	transmembrane and coiled-coil domains 6	protein-coding	NCBI	best inferred
55379	LRRC59	ENSG00000108829	leucine rich repeat containing 59	protein-coding	NCBI	best inferred
55388	MCM10	ENSG00000065328	minichromosome maintenance 10 replication initiation factor	protein-coding	NCBI	best inferred
55421	NCBP3	ENSG00000074356	nuclear cap binding subunit 3	protein-coding	NCBI	best inferred
55422	ZNF331	ENSG00000130844	zinc finger protein 331	protein-coding	NCBI	best inferred
55425	GPALPP1	ENSG00000133114	GPALPP motifs containing 1	protein-coding	NCBI	best inferred
55432	YOD1	ENSG00000180667	YOD1 deubiquitinase	protein-coding	NCBI	best inferred
55435	AP1AR	ENSG00000138660	adaptor related protein complex 1 associated regulatory protein	protein-coding	NCBI	best inferred
55450	CAMK2N1	ENSG00000162545	calcium/calmodulin dependent protein kinase II inhibitor 1	protein-coding	NCBI	best inferred
55454	CSGALNACT2	ENSG00000169826	chondroitin sulfate N-acetylgalactosaminyltransferase 2	protein-coding	NCBI	best inferred
55486	PARL	ENSG00000175193	presenilin associated rhomboid like	protein-coding	NCBI	best inferred
55500	ETNK1	ENSG00000139163	ethanolamine kinase 1	protein-coding	NCBI	best inferred
55501	CHST12	ENSG00000136213	carbohydrate sulfotransferase 12	protein-coding	NCBI	best inferred
55505	NOP10	ENSG00000182117	NOP10 ribonucleoprotein	protein-coding	NCBI	best inferred
55506	H2AFY2	ENSG00000099284	H2A histone family member Y2	protein-coding	NCBI	best inferred
55508	SLC35E3	ENSG00000175782	solute carrier family 35 member E3	protein-coding	NCBI	best inferred
55509	BATF3	ENSG00000123685	basic leucine zipper ATF-like transcription factor 3	protein-coding	NCBI	best inferred
